book_id,books_count,isbn,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
185,119,385534639,Erin Morgenstern,2011,The Night Circus,The Night Circus,eng,4.03,429543,11349,28650,84254,159596,190977
186,111,743227441,Philippa Gregory,2001,The Other Boleyn Girl,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",eng,4.04,381080,5311,16716,78620,153807,144769
187,98,689865384,Scott Westerfeld,2005,Uglies,"Uglies (Uglies, #1)",eng,3.86,449073,15531,34808,106086,151540,156624
188,115,,George R.R. Martin,2011,A Dance with Dragons,"A Dance with Dragons (A Song of Ice and Fire, #5)",eng,4.31,365954,2399,10150,53744,147136,211189
189,380,618640150,J.R.R. Tolkien,1955,The Lord of the Rings,"The Lord of the Rings (The Lord of the Rings, #1-3)",eng,4.47,389054,4807,9577,37552,106818,277592
190,101,307592731,Cheryl Strayed,2012,Wild: From Lost to Found on the Pacific Crest Trail ,Wild: From Lost to Found on the Pacific Crest Trail,eng,3.96,379872,8344,22137,85489,165482,139451
191,90,930289234,"Alan Moore, Dave Gibbons, John Higgins",1987,Watchmen,Watchmen,en-US,4.35,398018,6349,11732,44847,116877,229518
192,123,075640407X,Patrick Rothfuss,2007,The Name of the Wind,"The Name of the Wind (The Kingkiller Chronicle, #1)",eng,4.55,400101,5605,8582,28480,95470,311235
193,120,316017922,Malcolm Gladwell,2008,Outliers: The Story of Success,Outliers: The Story of Success,en-US,4.11,353011,4494,12545,62510,148978,140599
194,1823,142437247,"Herman Melville, Andrew Delbanco, Tom Quirk",1851,"Moby Dick; or, The Whale","Moby-Dick or, The Whale",eng,3.46,358050,35983,52601,103625,102432,103322
195,116,385340990,"Mary Ann Shaffer, Annie Barrows",2008,The Guernsey Literary and Potato Peel Pie Society,The Guernsey Literary and Potato Peel Pie Society,eng,4.12,393626,7190,17250,68942,155107,175183
196,162,393327345,Chuck Palahniuk,1996,Fight Club,Fight Club,eng,4.2,365349,4578,12632,58110,139554,173780
197,109,441008534,Charlaine Harris,2001,Dead Until Dark,"Dead Until Dark (Sookie Stackhouse, #1)",en-US,3.96,420764,11330,25781,96290,148326,163097
198,155,671727796,Alice Walker,1982,The Color Purple,The Color Purple,eng,4.17,376766,6298,14477,62380,140835,176975
199,119,739461192,John Grogan,2005,Marley & Me: Life and Love with the World's Worst Dog,Marley and Me: Life and Love With the World's Worst Dog,eng,4.12,367304,5485,14940,68532,131536,158855
200,474,312330871,Agatha Christie,1939,Ten Little Niggers,And Then There Were None,eng,4.23,408983,6134,12476,66243,156306,215521
201,208,385504225,Dan Brown,2009,The Lost Symbol,"The Lost Symbol (Robert Langdon, #3)",eng,3.66,369428,11293,40545,120122,136545,96477
202,91,1416989412,Becca Fitzpatrick,2009,"Hush, Hush","Hush, Hush (Hush, Hush, #1)",en-US,4,448166,19338,33543,82544,120204,206173
203,85,,Jamie McGuire,2011,Beautiful Disaster,"Beautiful Disaster (Beautiful, #1)",eng,4.15,418309,17185,23298,61993,115123,225097
204,2380,1561797464,Charles Dickens,1843,A Christmas Carol,A Christmas Carol,,4.02,394540,6737,21415,93906,153823,165515
205,189,345476875,Anne Rice,1976,Interview with the Vampire,"Interview with the Vampire (The Vampire Chronicles, #1)",eng,3.97,372566,7519,22377,84804,137659,141582
206,93,62059939,Kiera Cass,2012,The Selection,"The Selection (The Selection, #1)",en-US,4.15,505340,13841,25349,83692,158716,257493
207,109,312362080,Janet Evanovich,1994,One for the Money,"One for the Money (Stephanie Plum, #1)",en-US,4.03,391007,9176,19657,80319,133454,160709
208,66,1400052173,Rebecca Skloot,2010,The Immortal Life of Henrietta Lacks,The Immortal Life of Henrietta Lacks,eng,4.04,377249,10782,18237,70339,151226,153856
209,187,99446782,Thomas Harris,1988,The Silence of the Lambs,"The Silence of the Lambs  (Hannibal Lecter, #2)",eng,4.14,351107,10268,12845,55427,123652,163920
210,132,159514174X,Richelle Mead,2007,,"Vampire Academy (Vampire Academy, #1)",en-US,4.14,248283,12535,22043,73357,129382,217834
211,116,316010669,Malcolm Gladwell,2005,Blink: The Power of Thinking Without Thinking,Blink: The Power of Thinking Without Thinking,en-US,3.89,348196,6804,20128,85934,139947,107525
212,155,038572179X,Ian McEwan,2001,Atonement,Atonement,eng,3.88,347006,11473,25462,77135,134788,116800
213,1316,553213695,"Franz Kafka, Stanley Corngold",1915,Die Verwandlung,The Metamorphosis,eng,3.78,364933,15430,33226,98774,146297,120806
214,94,141382899,Rick Riordan,2007,The Titan's Curse,"The Titan's Curse (Percy Jackson and the Olympians, #3)",eng,4.33,446668,1863,7934,65220,162371,248874
215,112,030788743X,Ernest Cline,2011,,Ready Player One,eng,4.31,349423,5150,12928,48285,134107,221349
216,90,1554681723,Garth Stein,2006,The Art of Racing in the Rain,The Art of Racing in the Rain,eng,4.19,327409,4808,13901,53780,118166,163664
217,70,739303406,"Erik Larson, Tony Goldwyn",2003,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America","The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",eng,3.98,309385,6687,18709,69012,135360,120839
218,96,425263908,Sylvia Day,2012,Bared to You,"Bared to You (Crossfire, #1)",eng,4.19,222678,9867,18983,55554,104657,197075
219,270,66238501,"C.S. Lewis, Pauline Baynes",1956,The Chronicles of Narnia,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",eng,4.24,376385,3772,12192,59975,133056,192681
220,20,316043133,Mark Cotta Vaz,,Twilight: The Complete Illustrated Movie Companion,Twilight: The Complete Illustrated Movie Companion,en-US,4.23,291411,6862,11019,48008,67939,158071
221,74,1558743669,Dave Pelzer,1995,"A Child Called ""It"": One Child's Courage to Survive","A Child Called ""It"" (Dave Pelzer #1)",eng,4.08,311543,7819,16453,57341,98786,140899
222,143,752864327,Robert Ludlum,1980,The Bourne Identity,"The Bourne Identity (Jason Bourne, #1)",eng,3.98,327122,10266,17695,65161,118463,124627
223,163,786817879,Eoin Colfer,2001,Artemis Fowl,"Artemis Fowl (Artemis Fowl, #1)",eng,3.82,386923,14473,30894,94950,129607,129241
224,97,385738935,Lauren Kate,2009,Fallen,"Fallen (Fallen, #1)",en-US,3.74,395296,23594,41578,94145,107149,141642
225,81,142000655,John Steinbeck,1952,East of Eden  ,East of Eden,eng,4.35,320919,4183,9409,39153,96741,187196
226,131,307341569,Gillian Flynn,2009,Dark Places,Dark Places,eng,3.92,333452,5169,17975,89242,165108,109113
227,134,385339089,John Grisham,1993,The Client,The Client,eng,3.97,320083,2530,12566,79176,129019,102372
228,84,312291639,"Emma McLaughlin, Nicola Kraus",2002,The Nanny Diaries,"The Nanny Diaries (Nanny, #1)",eng,3.4,323762,17006,43014,116021,95951,56081
229,845,451527747,"Lewis Carroll, John Tenniel, Martin Gardner",1865,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland & Through the Looking-Glass,eng,4.06,340920,5294,17482,76985,127906,149523
230,1451,192802631,"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817,Persuasion,Persuasion,eng,4.13,365425,6688,15653,71218,133222,175578
231,117,312370830,Tatiana de Rosnay,2007,Elle s'appelait Sarah,Sarah's Key,eng,4.14,312444,3865,12684,55760,134748,140574
232,213,452284694,Stephen King,1982,The Gunslinger,"The Gunslinger (The Dark Tower, #1)",en-US,3.99,332494,9958,24111,72736,112895,146677
233,347,140003468X,"Gabriel García Márquez, Edith Grossman",1985,El amor en los tiempos del cólera,Love in the Time of Cholera,eng,3.89,283806,11450,23825,65668,110544,111974
234,87,014131088X,Laurie Halse Anderson,1999,Speak,Speak,eng,4,360156,7770,21049,76503,125660,141422
235,95,399159347,Liane Moriarty,2013,The Husband's Secret ,The Husband's Secret,eng,3.92,232106,4175,15649,80869,155945,95167
236,101,385494785,Jon Krakauer,1997,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Into Thin Air: A Personal Account of the Mount Everest Disaster,en-US,4.11,291258,8041,10286,46060,112601,124605
237,249,1416524304,Stephen King,1974,Carrie,Carrie,,3.93,356814,4564,19479,96352,136054,121201
238,79,031242227X,Augusten Burroughs,2002,Running with Scissors,Running with Scissors,en-US,3.7,293878,13569,27249,78405,105786,81379
239,137,307346609,Max Brooks,2006,World War Z: An Oral History of the Zombie War,World War Z: An Oral History of the Zombie War,en-US,4.01,312969,7680,19887,65570,121537,130475
240,235,385537859,Dan Brown,2013,Inferno,"Inferno (Robert Langdon, #4)",eng,3.8,287533,7261,26077,89237,128374,94611
241,81,440227534,Lois Lowry,1989,Number the Stars,Number the Stars,eng,4.11,333638,3797,12794,63919,123296,138559
242,122,446692638,James Patterson,1993,Along Came a Spider,"Along Came a Spider (Alex Cross, #1)",eng,4.08,311499,4281,10929,61630,118236,122955
243,197,450417395,Stephen King,1987,Misery,Misery,en-GB,4.11,334647,4302,12725,64835,128990,141351
244,136,307341542,Gillian Flynn,2006,Sharp Objects,Sharp Objects,en-US,3.92,207889,4988,17566,81036,147558,103690
245,125,439366771,Katherine Paterson,1977,Bridge to Terabithia,Bridge to Terabithia,eng,3.98,337644,8287,20081,74409,119504,131193
246,97,312360266,"P.C. Cast, Kristin Cast",2007,Marked,"Marked (House of Night, #1)",en-US,3.79,360044,21547,34170,81486,97982,135835
247,250,743269519,Stephen R. Covey,1989,The 7 Habits of Highly Effective People,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,en-US,4.05,314700,9038,17041,61036,109359,137410
248,1379,743477545,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595,A Midsummer Night's Dream,A Midsummer Night's Dream,eng,3.94,334241,5598,20498,84388,130051,120975
249,104,618711651,Jonathan Safran Foer,2005,Extremely Loud and Incredibly Close,Extremely Loud and Incredibly Close,en-US,3.97,294726,8847,20556,61303,109008,119402
250,124,375869026,R.J. Palacio,2012,Wonder,Wonder,eng,4.43,228538,4504,7833,34567,105977,224910
251,99,039480001X,Dr. Seuss,1957,The Cat in the Hat,The Cat in the Hat,eng,4.15,314016,6179,14497,57850,85944,152712
252,92,312641893,Marissa Meyer,2012,Cinder,"Cinder (The Lunar Chronicles, #1)",eng,4.15,427663,12154,18256,66180,150914,206642
253,48,316206849,"Robert Galbraith, J.K. Rowling",2013,The Cuckoo's Calling,"The Cuckoo's Calling (Cormoran Strike, #1)",en-US,3.83,297712,9729,20151,79290,138955,92370
254,96,545123267,Maggie Stiefvater,2009,Shiver,"Shiver (The Wolves of Mercy Falls, #1)",eng,3.78,356625,17815,35108,86129,105099,126660
255,147,452011876,"Ayn Rand, Leonard Peikoff",1957,Atlas Shrugged,Atlas Shrugged,eng,3.68,283295,30901,27442,53762,78744,105796
256,67,143038257,"Greg Mortenson, David Oliver Relin",2006,Three Cups of Tea ,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,en-US,3.64,283516,14371,27844,77127,97820,71358
257,4,517223627,"Jane Carruth, Lewis Carroll, Rene Cloke",1865,,Alice in Wonderland,eng,4.03,343252,7467,18101,70170,109730,137803
258,279,143034901,"Carlos Ruiz Zafón, Lucia Graves",2001,La sombra del viento,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",eng,4.24,263685,4789,11769,42214,101612,157170
259,107,385738757,James Dashner,2010,The Scorch Trials,"The Scorch Trials (Maze Runner, #2)",eng,3.93,305643,5525,21370,79458,124458,115496
260,353,,Dale Carnegie,1936,How to Win Friends and Influence People,How to Win Friends and Influence People,eng,4.13,282623,6734,13880,50529,94743,139551
261,59,767900383,Frances Mayes,1996,Under the Tuscan Sun,Under the Tuscan Sun,eng,3.72,279264,12008,22882,74910,93439,78597
262,107,399167064,Liane Moriarty,2014,Big Little Lies,Big Little Lies,eng,4.2,306186,3775,7865,49115,159494,151184
263,61,590920685,Gail Carson Levine,1997,Ella Enchanted,Ella Enchanted,eng,3.97,339117,6619,20066,80272,110568,128224
264,343,743297334,Ernest Hemingway,1926,The Sun Also Rises,The Sun Also Rises,en-US,3.83,284988,9602,23682,70004,105785,94044
265,127,61120073,Betty  Smith,1943,A Tree Grows In Brooklyn ,A Tree Grows in Brooklyn,eng,4.24,291909,3693,9667,43734,103879,148027
266,111,446677388,James Patterson,1995,Kiss the Girls,"Kiss the Girls (Alex Cross, #2)",eng,3.93,274639,10518,14558,58296,95980,99764
267,90,312577222,Kristin Hannah,2015,The Nightingale,The Nightingale,eng,4.54,253606,2829,4913,20612,82844,215817
268,159,1400078776,Kazuo Ishiguro,2005,Never Let Me Go,Never Let Me Go,eng,3.8,294123,9081,26036,78203,118163,92144
269,17,786890754,Cecelia Ahern,2003,"PS, I Love You",P.S. I Love You,en-US,4.01,262921,7027,16336,56951,90089,113010
270,306,1844080382,"Daphne du Maurier, Sally Beauman",1938,Rebecca,Rebecca,en-US,4.2,177384,4565,10900,49263,112768,152100
271,163,156030306,Daniel Keyes,1966,Flowers for Algernon,Flowers for Algernon,en-US,4.07,313044,4223,14882,65106,122462,129526
272,177,552995878,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,Como agua para chocolate,Like Water for Chocolate,en-US,3.94,263199,8887,15941,60147,100011,100483
273,105,812968069,Lisa See,2005,Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,eng,4.05,280475,3268,11286,56005,116178,103923
274,259,451205766,"Mario Puzo, Robert Thompson, Peter Bart",1969,The Godfather,The Godfather,eng,4.36,256480,2930,5985,30009,83730,147732
275,116,525476881,John Green,2006,An Abundance of Katherines,An Abundance of Katherines,eng,3.63,312754,14225,36867,98115,111740,86477
276,169,553803719,Isaac Asimov,1951,Foundation,Foundation (Foundation #1),eng,4.13,279688,7697,12471,47251,97583,132586
277,109,62255657,Neil Gaiman,2013,The Ocean at the End of the Lane,The Ocean at the End of the Lane,eng,3.99,293844,7038,18089,64714,127761,118649
278,32,60513063,Shel Silverstein,1981,A Light in the Attic,A Light in the Attic,eng,4.34,297861,3585,7593,38923,85051,169362
279,95,751565350,"John Tiffany, Jack Thorne, J.K. Rowling",2016,"Harry Potter and the Cursed Child, Parts One and Two","Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",eng,3.75,270603,15828,35842,96395,133156,116552
280,108,61726834,Lauren Oliver,2011,Delirium,"Delirium (Delirium, #1)",eng,3.99,256975,8868,21223,68789,117580,135938
281,145,385339704,John Grisham,1992,The Pelican Brief,The Pelican Brief,eng,3.95,288376,2362,12423,73587,116438,91358
282,153,61139378,Neil Gaiman,2002,Coraline,Coraline,eng,4.03,316379,7078,15010,67188,126167,128187
283,114,60853980,"Terry Pratchett, Neil Gaiman",1990,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",en-US,4.25,298304,4991,10988,44804,101159,164431
284,312,140042598,Jack Kerouac,1955,On the Road,On the Road,eng,3.64,246602,13769,31221,70104,88569,74221
285,122,1476729085,Graeme Simsion,2013,The Rosie Project,"The Rosie Project (Don Tillman, #1)",eng,4.01,251703,4544,11558,57792,133951,97664
286,99,446579939,Nicholas Sparks,2008,The Lucky One,The Lucky One,en-US,4.1,267166,3661,11792,54208,94613,117049
287,154,451191153,"Ayn Rand, Leonard Peikoff",1943,The Fountainhead,The Fountainhead,eng,3.85,244545,18158,18720,44131,76424,97543
288,117,425172902,Tom Clancy,1984,The Hunt for Red October,"The Hunt for Red October (Jack Ryan Universe, #4)",,4.01,270318,9470,13707,49906,95296,109876
289,193,038039586X,Richard Adams,1972,Watership Down,"Watership Down (Watership Down, #1)",eng,4.05,292426,9158,15767,52906,102093,128449
290,18,307886263,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),Is Everyone Hanging Out Without Me? (And Other Concerns),eng,3.84,290674,6438,18856,81229,117248,89160
291,74,375414495,Abraham Verghese,2009,Cutting for Stone,Cutting for Stone,eng,4.28,258319,4586,9249,32671,91293,143280
292,299,006112527X,"C.S. Lewis, Pauline Baynes",1951,The Voyage of the Dawn Treader,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",eng,4.08,306492,2658,12490,69089,112121,128906
293,2573,753453800,Robert Louis Stevenson,1882,Treasure Island,Treasure Island,eng,3.82,268012,5349,19127,86487,114968,84584
294,69,1423140591,Rick Riordan,2011,The Son of Neptune ,"The Son of Neptune (The Heroes of Olympus, #2)",eng,4.44,299980,1773,4666,30788,93611,185962
295,145,1451627289,Stephen King,2011,11/22/63,11/22/63,eng,4.29,258464,2927,7649,35500,109392,147589
296,162,241003008,Eric Carle,1969,The Very Hungry Caterpillar,The Very Hungry Caterpillar Board Book,eng,4.29,296952,5801,11214,43549,73389,170575
297,155,140285601,Kurt Vonnegut Jr.,1963,Cat's Cradle,Cat's Cradle,eng,4.18,238940,2701,8491,43680,102441,116840
298,1248,451528557,"H.G. Wells, Greg Bear, Carlo Pagetti",1895,The Time Machine,The Time Machine,eng,3.87,276076,3570,16119,81773,118129,84139
299,69,849946158,"Todd Burpo, Lynn Vincent",2010,,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,eng,4.01,228371,9291,15024,44510,68399,105794
300,178,385751060,John Boyne,2006,The Boy in the Striped Pyjamas,The Boy in the Striped Pajamas,eng,4.1,285692,5297,13562,54987,121193,130362
301,1369,1892295490,Joseph Conrad,1899,Heart of Darkness,Heart of Darkness,eng,3.42,255576,25591,42946,84433,88608,66813
302,117,044654759X,Nicholas Sparks,2010,Safe Haven,Safe Haven,eng,4.19,255531,3010,9496,45461,91240,125767
303,113,1582701709,Rhonda Byrne,2006,The Secret,"The Secret (The Secret, #1)",eng,3.62,241537,23328,26321,55785,61698,83813
304,52,60987561,Wally Lamb,1998,I Know This Much Is True ,I Know This Much Is True,eng,4.17,246917,4430,9972,39899,86909,116398
305,198,1416524347,Stephen King,1983,Pet Sematary,Pet Sematary,eng,3.91,256383,4584,17315,73475,102744,95635
306,61,671021001,Wally Lamb,1992,She's Come Undone,She's Come Undone,en-US,3.84,259576,10224,20064,59412,91423,87801
307,102,756404738,Patrick Rothfuss,2011,The Wise Man's Fear,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",eng,4.57,245686,1486,4018,17932,66415,192498
308,94,440241901,Sophie Kinsella,2003,Can You Keep a Secret?,Can You Keep a Secret?,en-US,3.83,278747,8003,19319,76244,101810,88425
309,96,1442403543,Cassandra Clare,2011,City of Fallen Angels,"City of Fallen Angels (The Mortal Instruments, #4)",en-US,4.16,341826,4306,16000,64499,120426,167936
310,71,743418174,Jennifer Weiner,2001,Good in Bed,"Good in Bed (Cannie Shapiro, #1)",en-US,3.7,248804,12137,20336,66587,84488,68757
311,201,380018179,Colleen McCullough,1977,The Thorn Birds,The Thorn Birds,eng,4.22,255651,2889,9117,42299,85531,126990
